ACCESS_label,HHL_label,FINCP,NPF,GRPIP
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,53600,5,28
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,53600,5,28
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,53600,5,28
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,53600,5,28
"No access to the Internet at this house, apartment, or mobile home",Other Indo-European languages,29000,2,20
"No access to the Internet at this house, apartment, or mobile home",Other Indo-European languages,29000,2,20
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,180000,2,21
"Yes, by paying a cell phone company or Internet service provider",English only,180000,2,21
"Yes, by paying a cell phone company or Internet service provider",English only,27000,2,41
"Yes, by paying a cell phone company or Internet service provider",English only,27000,2,41
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,16510,3,101
"Yes, by paying a cell phone company or Internet service provider",English only,16510,3,101
"Yes, by paying a cell phone company or Internet service provider",English only,16510,3,101
"Yes, by paying a cell phone company or Internet service provider",English only,50000,4,2
"Yes, by paying a cell phone company or Internet service provider",English only,50000,4,2
"Yes, by paying a cell phone company or Internet service provider",English only,50000,4,2
"Yes, by paying a cell phone company or Internet service provider",English only,50000,4,2
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,27
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,44500,2,61
"Yes, by paying a cell phone company or Internet service provider",English only,44500,2,61
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,47
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,28950,6,37
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,28950,6,37
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,28950,6,37
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,28950,6,37
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,28950,6,37
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,28950,6,37
"Yes, by paying a cell phone company or Internet service provider",English only,50000,2,19
"Yes, by paying a cell phone company or Internet service provider",English only,50000,2,19
"Yes, by paying a cell phone company or Internet service provider",English only,50000,2,19
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,16
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,16
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,35
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,35
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,72
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,72
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,72
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,54
"No access to the Internet at this house, apartment, or mobile home",Other Indo-European languages,34520,2,42
"No access to the Internet at this house, apartment, or mobile home",Other Indo-European languages,34520,2,42
"Yes, by paying a cell phone company or Internet service provider",English only,38500,2,24
"Yes, by paying a cell phone company or Internet service provider",English only,38500,2,24
"Yes, by paying a cell phone company or Internet service provider",English only,198000,4,4
"Yes, by paying a cell phone company or Internet service provider",English only,198000,4,4
"Yes, by paying a cell phone company or Internet service provider",English only,198000,4,4
"Yes, by paying a cell phone company or Internet service provider",English only,198000,4,4
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,10
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,10
"No access to the Internet at this house, apartment, or mobile home",English only,150000,2,9
"No access to the Internet at this house, apartment, or mobile home",English only,150000,2,9
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,47
"Yes, without paying a cell phone company or Internet service provider",Spanish,-60000,1,25
"Yes, by paying a cell phone company or Internet service provider",English only,48000,4,63
"Yes, by paying a cell phone company or Internet service provider",English only,48000,4,63
"Yes, by paying a cell phone company or Internet service provider",English only,48000,4,63
"Yes, by paying a cell phone company or Internet service provider",English only,48000,4,63
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,55
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,140000,3,33
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,140000,3,33
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,140000,3,33
